5607.0,94.16586409844837,2326.5825129061877,3384.0,0.0,0.0,0.0,1.0,0.0,0.4668,0.16742,0.00782,0.09497,0.00952,0.04909,0.08446
5922.0,3.96403242147923,2117.477886548867,3202.0,1.0,0.0,0.0,0.0,0.0,0.81505,0.35442,0.00721,0.32462,0.01123,0.09263,0.00281
8768.0,129.27782846715328,3357.6286846234007,4757.0,0.0,0.0,0.0,0.0,1.0,2.35351,0.00074,0.01193,1.06955,0.02421,0.25863,0.00553
1626.0,-16.99261992619926,800.7744444552685,1018.0,0.0,0.0,0.0,1.0,0.0,18.50089,0.00337,0.03302,12.14435,0.11614,0.70346,0.01043
5440.0,16.65073529411765,854.9588008646556,2436.0,0.0,0.0,0.0,1.0,0.0,0.0628,0.02323,0.00204,0.01383,0.00296,0.00973,0.00149
1801.0,28.25930038867296,642.5928995838841,1117.0,1.0,0.0,0.0,0.0,0.0,0.39679,0.15669,0.00475,0.11683,0.00774,0.0509,0.00225
5100.0,56.37803921568627,1306.0871241651075,3046.0,0.0,0.0,0.0,1.0,0.0,0.20288,0.00028,0.00372,0.1252,0.00551,0.02607,0.00157
4673.0,127.57414936871388,2134.2977676411765,2522.0,0.0,1.0,0.0,0.0,0.0,1.82431,0.00065,0.0097,0.99979,0.02077,0.1901,0.00548
6866.0,82.97931838042528,4611.8353015882,4281.0,0.0,1.0,0.0,0.0,0.0,1.45338,0.00083,0.01046,0.66708,0.0211,0.16764,0.00552
9735.0,33.991576784797125,1117.0066095250188,3553.0,0.0,1.0,0.0,0.0,0.0,3.28335,0.00129,0.01532,1.77466,0.03278,0.35992,0.00715
8917.0,16.029045643153527,3036.055372946352,4880.0,1.0,0.0,0.0,0.0,0.0,6.56477,0.00156,0.02441,2.26206,0.04491,0.80034,0.01095
7861.0,31.08255947080524,3774.59617642125,4157.0,0.0,1.0,0.0,0.0,0.0,5.5448,0.00194,0.02083,2.52523,0.03824,0.60892,0.00964
7777.0,33.37122283656937,4392.435152482534,4682.0,1.0,0.0,0.0,0.0,0.0,4.34966,0.00141,0.01674,2.06224,0.03519,0.52344,0.00752
8253.0,91.65406518841634,4914.709326761074,4633.0,0.0,0.0,0.0,1.0,0.0,4.48433,0.0015,0.01735,2.26612,0.03516,0.45612,0.16825
7634.0,112.89572963059994,4690.138367281319,4486.0,0.0,0.0,0.0,0.0,1.0,4.75663,0.00134,0.01944,2.30513,0.03479,0.49677,0.00867
4393.0,45.18301843842477,1240.7431987109771,2383.0,0.0,1.0,0.0,0.0,0.0,4.17305,0.0011,0.01943,2.15084,0.03424,0.47171,0.00845
7267.0,75.53309481216458,4611.0221337615785,4092.0,0.0,1.0,0.0,0.0,0.0,1.3907,0.00054,0.00976,0.60431,0.02031,0.1442,0.00381
7022.0,29.958131586442608,3048.632669348508,4019.0,0.0,0.0,0.0,0.0,1.0,3.54814,0.00092,0.01409,1.70753,0.02994,0.39083,0.00752
6966.0,35.93008900373241,2625.676747757468,4250.0,1.0,0.0,0.0,0.0,0.0,3.27704,0.00101,0.01382,1.6345,0.03026,0.35465,0.00794
8224.0,17.290612840466927,733.0928114593934,2406.0,0.0,0.0,0.0,1.0,0.0,3.29586,0.00088,0.01484,1.68275,0.02846,0.34496,0.00678
1947.0,8.402670775552131,1058.842074838566,1088.0,0.0,1.0,0.0,0.0,0.0,4.51038,0.00102,0.01857,1.13655,0.03588,0.53157,0.00882
5478.0,43.05093099671413,771.460023507185,2272.0,1.0,0.0,0.0,0.0,0.0,0.25433,0.00023,0.00336,0.11652,0.00739,0.0285,0.00292
